country_code,country,year,hs_section_code,product,value_usd,export_share_country,export_share_world,rca,has_rca
UZB,Uzbekistan,2011,17,Transportation,716010922,0.10373331944517977,0.024020717692918133,4.318493759067106,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2011,18,Instruments,6120318,8.866916449077347e-4,0.009457602747913955,0.09375437608682713,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2011,20,Miscellaneous,8503448,0.0012319517212189606,0.047936018147763194,0.025699917699076688,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2011,21,Arts and Antiques,1335701,1.9351199019314132e-4,5.4679123838334874e-5,3.5390470184797,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,01,Animal Products,8868216,0.0015301581485887834,0.035325893536964754,0.04331548321594859,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,02,Vegetable Products,514810957,0.08882758165073334,0.08369908419994837,1.0612730413935418,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,03,Animal and Vegetable Bi-Products,118465,2.044043413833969e-5,0.002327355424105098,0.008782686961618392,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,04,Foodstuffs,61651629,0.010637623450773251,0.021120388743148522,0.5036660821039153,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,05,Mineral Products,403088373,0.06955051146108135,0.09609379342337657,0.7237773531808759,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,06,Chemical Products,573389828,0.09893501890708582,0.02130117186854004,4.644581036088637,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,07,Plastics and Rubbers,62779939,0.010832306658831581,0.038220528508701286,0.2834159306919447,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,08,Animal Hides,22214354,0.003832955217682546,0.01576807113761032,0.24308332859686965,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,09,Wood Products,1649025,2.8452949736188415e-4,0.014324306297086668,0.01986340500270878,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,10,Paper Goods,17115714,0.0029532150824940575,0.004469819191912729,0.6607012399600699,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,11,Textiles,1737845265,0.29985490804759196,0.15996113717701504,1.8745484893356859,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,12,Footwear and Headwear,9725441,0.0016780672454041992,0.07818731070653043,0.021462143028587916,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,13,Stone And Glass,34514151,0.0059552123442047095,0.009721785641712591,0.6125636342621147,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,14,Precious Metals,696244774.0000001,0.12013291222817038,0.009144625100394654,13.136996969179831,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,15,Metals,772277730,0.13325194847905694,0.04093199237017936,3.2554474083244593,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,16,Machines,115210099,0.019878820248014985,0.2932757769716993,0.06778200522825062,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,17,Transportation,741474182,0.12793697870637147,0.02172211433643947,5.889711136072676,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2012,18,Instruments,11106271,0.0019163212839070785,0.009307040698326143,0.2059001723557227,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,19,Weapons,41633.99999999999,7.183700121686864e-6,1.5559520740856785e-5,0.4616916061446308,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,20,Miscellaneous,10264042,0.0017709996580775112,0.04504062668918195,0.039320049214654415,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2012,21,Arts and Antiques,1230454,2.1230755030816377e-4,4.1618456385855174e-5,5.1012836309883065,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,01,Animal Products,11612411,0.0014392602320466566,0.03133328958623104,0.0459339013251618,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,02,Vegetable Products,647165755,0.08021072753228849,0.0665068080342777,1.2060528824499857,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,03,Animal and Vegetable Bi-Products,118735,1.471620007697452e-5,0.0015416564638023964,0.009545706467365602,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,04,Foodstuffs,62574275,0.007755552706208151,0.02188544471518699,0.35437035011796364,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,05,Mineral Products,1332810868,0.1651906463827353,0.07904753453214593,2.089763423494985,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,06,Chemical Products,670247623,0.08307153005587728,0.018940555523085607,4.385907792124995,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,07,Plastics and Rubbers,56371510,0.006986772390627616,0.033192631807214934,0.2104916666809449,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,08,Animal Hides,22925382,0.002841407406013983,0.016511031056773533,0.17209145790131114,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,09,Wood Products,1489558,1.846181290626859e-4,0.016035322490167456,0.011513215850563037,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,10,Paper Goods,14927902,0.0018501873294434505,0.004185242631120756,0.44207409044478585,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,11,Textiles,1788862981,0.2217144526777199,0.16460506486728171,1.3469479378200453,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,12,Footwear and Headwear,10191532,0.0012631542847760836,0.07674349693050882,0.01645943090031288,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,13,Stone And Glass,40414878,0.005009082669259408,0.008970374677905282,0.5584028370182977,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,14,Precious Metals,1809188265,0.22423359990444602,0.017383444491401202,12.899261709344438,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,15,Metals,764268155,0.0947245806328393,0.037102260798722975,2.5530676188902115,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,16,Machines,134628528,0.016686068590698332,0.3348979181193647,0.049824342547125255,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,17,Transportation,678970682.9999999,0.08415267964313843,0.01797373035722391,4.681981868572776,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2013,18,Instruments,10024885,0.0012424997970999344,0.00949471441038082,0.13086226119044475,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,20,Miscellaneous,8710111,0.001079544668115186,0.04360131447810264,0.024759452347643155,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2013,21,Arts and Antiques,2815188,3.4891876752682653e-4,4.510674434298974e-5,7.73540127111953,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,01,Animal Products,10028230,0.0015333299593814445,0.03289684829484208,0.0466102389395721,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,02,Vegetable Products,609223524,0.09315110256836356,0.06605200997209938,1.4102690078274824,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,03,Animal and Vegetable Bi-Products,125888,1.9248445830082805e-5,0.0014780562068567294,0.013022810459297094,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,04,Foodstuffs,57239506,0.008751998050502826,0.023474710150583236,0.3728266715269914,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,05,Mineral Products,1078099551,0.1648428826167712,0.0655036655035128,2.516544400220337,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,06,Chemical Products,532898511,0.08148090462883902,0.019379610268368628,4.204465595566286,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,07,Plastics and Rubbers,52855744,0.008081714898900009,0.031118323904807753,0.2597091965371371,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,08,Animal Hides,19824435,0.0030311829817734623,0.019063782807720354,0.15900217770766403,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,09,Wood Products,1323039,2.022944563626948e-4,0.0160274748787293,0.012621729741792815,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,10,Paper Goods,16661972,0.0025476381026337414,0.003936040672036771,0.6472590897581917,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,11,Textiles,1255320832,0.1919402566894897,0.16538235418539074,1.1605848618790855,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,12,Footwear and Headwear,10208949,0.0015609621394301126,0.08354896584801827,0.018683201205262286,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,13,Stone And Glass,37881020,0.005792059302382144,0.010139566567444431,0.5712334214540268,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,14,Precious Metals,1446776762,0.22121412788811962,0.011163891933329374,19.815144145895328,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,15,Metals,822686253,0.1257898431623689,0.039454324715644036,3.188239668755298,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,16,Machines,98173570,0.015010871918616884,0.3335630918939808,0.0450015972492182,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,17,Transportation,476027688,0.07278527870875348,0.01938307021529199,3.755095446712595,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2014,18,Instruments,6316481,9.657985063329886e-4,0.011462821340840677,0.08425486864145415,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,19,Weapons,529,8.088481701285114e-8,1.6929711321965295e-6,0.047776843606250924,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,20,Miscellaneous,7153924,0.0010938446761131267,0.0469265853159104,0.023309701073482115,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2014,21,Arts and Antiques,1337983,2.0457941421796901e-4,4.311235346003397e-5,4.745262037425498,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,01,Animal Products,10028486,0.001592336980801071,0.026790644810191385,0.0594363066690852,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,02,Vegetable Products,529853693,0.08413090767419105,0.06262415690441323,1.3434257933820137,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,03,Animal and Vegetable Bi-Products,155751,2.4730360803888802e-5,0.0013998674736454958,0.017666215745042412,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,04,Foodstuffs,43773153,0.006950362226976569,0.020824543477627477,0.3337582038445924,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,05,Mineral Products,676339865,0.10739018617860203,0.036014160711776905,2.9818877923617593,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,06,Chemical Products,636112701,0.10100286102603667,0.018437529714805383,5.478112447185977,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,07,Plastics and Rubbers,46232594,0.007340875695948692,0.02893914806527132,0.2536659226937705,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,08,Animal Hides,23211346,0.0036855298606358945,0.02090493679337081,0.17629949791594765,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,09,Wood Products,1205752,1.9145098265828492e-4,0.014309451611435367,0.013379337507615406,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,10,Paper Goods,21046732,0.0033418294335365566,0.003575239360661916,0.9347148809969058,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,11,Textiles,1411920597,0.22418671976585755,0.16443121938315053,1.3634072690506986,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,12,Footwear and Headwear,10975327,0.0017426777141120282,0.08621420899929118,0.020213346898843042,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,13,Stone And Glass,15491196,0.002459713686356807,0.009862165398601545,0.24940908887064442,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,14,Precious Metals,1921188603,0.30504900337403346,0.012805208228190782,23.822260281755145,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,15,Metals,720240547,0.11436079763789787,0.034716546316604056,3.294129450405669,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,16,Machines,50531520,0.008023465156364474,0.38211058806056614,0.02099775668894242,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,17,Transportation,56739455,0.009009169725818856,0.015484990589791674,0.5818001421168484,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,18,Instruments,115445345,0.018330572740973865,0.012351142060512587,1.4841196588271712,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2015,20,Miscellaneous,5284908,8.391450562459206e-4,0.04816778677481479,0.017421291540110358,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2015,21,Arts and Antiques,2189581,3.4766472214842696e-4,3.499436966466241e-5,9.934875966618755,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,01,Animal Products,16427730,0.0021384789144039823,0.024981000206197906,0.0856042150735588,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,02,Vegetable Products,699910213,0.0911107762591971,0.05879340236480228,1.5496768786040216,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,03,Animal and Vegetable Bi-Products,467323,6.083374767639913e-5,7.461940911761265e-4,0.08152536772371781,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,04,Foodstuffs,54298798,0.007068343258653577,0.021169060936180383,0.33389970768958194,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,05,Mineral Products,845703900,0.11008946202422452,0.026999666862574063,4.0774377915316595,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,06,Chemical Products,455784579,0.05933173431155711,0.01596220386025587,3.7170139431238933,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,07,Plastics and Rubbers,432265271,0.05627010959290317,0.02915997063061923,1.9297039186252514,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,08,Animal Hides,30702115.000000004,0.003996646253323267,0.01974612448550334,0.20240155258098438,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,09,Wood Products,1172497,1.526297371396977e-4,0.01289213164145952,0.011838983760362723,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,10,Paper Goods,20047617,0.002609697519897565,0.00348051769595314,0.7498015375505508,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,11,Textiles,1345565521,0.17515892302877567,0.15430213574950027,1.135168493799302,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,12,Footwear and Headwear,14922060,0.001942478398991893,0.08339461383326774,0.023292612192863233,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,13,Stone And Glass,10988862,0.0014304745500623138,0.00877395009674003,0.1630365495917065,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,14,Precious Metals,2880523432,0.37497199076065857,0.017327334611517208,21.64048880959571,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,15,Metals,625007147,0.08136027346512818,0.03440653597426706,2.364674942167332,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,16,Machines,62043363,0.00807649161230506,0.41575170943926637,0.01942623789376117,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,17,Transportation,33438781.000000004,0.0043528916102147115,0.015231809515175315,0.28577639484514067,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,18,Instruments,145694808,0.018965814196248456,0.015334577557841293,1.2368005655656513,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2016,19,Weapons,126,1.6402043569921212e-8,1.3420699261450893e-6,0.012221452288282638,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,20,Miscellaneous,5155112,6.710664415224101e-4,0.041511381244048885,0.01616584226810364,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2016,21,Arts and Antiques,1850340,2.4086791507276203e-4,3.4337133727814744e-5,7.01479386666591,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,01,Animal Products,26152954,0.0023721363348573957,0.021437556713544765,0.11065329722759977,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,02,Vegetable Products,975724970,0.08850062039510498,0.05574031670079679,1.5877308496497993,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,03,Animal and Vegetable Bi-Products,743164,6.740677657896548e-5,6.084918116944757e-4,0.1107768014022356,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,04,Foodstuffs,78421566,0.007113026166949146,0.019157342574398585,0.3712950342316697,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,05,Mineral Products,1715500187,0.15560002613996707,0.027882424618934077,5.580577308700191,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,06,Chemical Products,414734011,0.03761738030794712,0.014734996338029948,2.5529276998094264,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,07,Plastics and Rubbers,501587964,0.04549524441986719,0.029859666570361446,1.5236353799417686,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,08,Animal Hides,131279918,0.011907406846847948,0.016994543395914125,0.7006605926059043,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,09,Wood Products,2152044,1.9519560836652903e-4,0.010827338381235764,0.018028032513033053,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,10,Paper Goods,36240672,0.003287116814828988,0.003985992963882422,0.8246669887814561,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,11,Textiles,1665840425,0.15109576532795438,0.13665051309177428,1.1057094621114132,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,12,Footwear and Headwear,17932348,0.0016265074400431915,0.07465762844285824,0.021786218956688322,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,13,Stone And Glass,88605677,0.008036749725722693,0.007965016988188887,1.0090059742044715,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,14,Precious Metals,3762390914,0.3412579777044202,0.016020895926166036,21.30080485368253,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,15,Metals,1049874042,0.09522612099771977,0.0358207059265766,2.6584099485060193,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,16,Machines,208510041,0.018912366245079054,0.45317846794078576,0.04173271146578444,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,17,Transportation,177192770,0.016071813837589034,0.014606095560249204,1.1003497663899182,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2017,18,Instruments,161466677,0.014645419075045324,0.02233736254619696,0.6556467463316871,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,19,Weapons,376,3.4104111600792043e-8,3.78563487530751e-7,0.09008822225102134,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,20,Miscellaneous,9861633,8.944740223352491e-4,0.03750811607422214,0.023847479317949165,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2017,21,Arts and Antiques,851264,7.72117086641932e-5,2.6148870701971973e-5,2.9527741195481303,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,01,Animal Products,17427240,0.0016087678687421421,0.020103235365957362,0.08002532127074506,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,02,Vegetable Products,1128241625,0.10415182636363653,0.0530275574124304,1.9641075592748665,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,03,Animal and Vegetable Bi-Products,2209194,2.0393822102742187e-4,5.99659150909365e-4,0.34009023412409484,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,04,Foodstuffs,76169491,0.0070314650913881815,0.020187926814464383,0.3483005043564072,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,05,Mineral Products,2751123878,0.2539656134795686,0.0322401201981035,7.87731596281418,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,06,Chemical Products,364319364,0.03363156109422792,0.017123711598804613,1.9640345435726505,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,07,Plastics and Rubbers,490496020,0.04527935787433369,0.030684142884257613,1.4756598561390515,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,08,Animal Hides,125157960,0.011553757483417585,0.0157274249904643,0.7346248664624213,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,09,Wood Products,3951323,3.6476008142550436e-4,0.012442774803934454,0.029315011094644725,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,10,Paper Goods,41392607,0.0038210925048987143,0.004470729801705138,0.8546909955151726,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,11,Textiles,1574711285,0.14536696102501886,0.14240518771740776,1.0207982121654762,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,12,Footwear and Headwear,15366065,0.0014184937856484,0.07750817663813293,0.01830121475145786,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,13,Stone And Glass,30265333,0.0027938959506600713,0.007684450238659042,0.3635778570865746,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,14,Precious Metals,2582519316.0000005,0.23840115221840838,0.011046508646098354,21.581583815861322,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,15,Metals,1221246395,0.11273741338807373,0.04328009436026437,2.6048328926837647,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2018,16,Machines,139067549,0.0128377990098216,0.43559956048095255,0.02947156098056476,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,17,Transportation,82598708,0.007624968005835377,0.01464331868060708,0.5207131096541335,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,18,Instruments,175504120,0.016201382954952426,0.022076206923291472,0.7338843584519575,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,19,Weapons,300,2.7694021579013233e-8,1.7183153354201916e-6,0.016116961193412747,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,20,Miscellaneous,9936920,9.173109230297607e-4,0.03911455377901882,0.02345190816216877,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2018,21,Arts and Antiques,958203,8.845498186358407e-5,3.2941199201076467e-5,2.6852386679563716,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2019,01,Animal Products,17950216,0.0012565647757707694,0.018849834140919036,0.06666184786438151,RCA <= 1 (No Advantage)
UZB,Uzbekistan,2019,02,Vegetable Products,1465126398,0.10256290084635777,0.044634823453816364,2.297822482763477,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2019,03,Animal and Vegetable Bi-Products,19555299,0.0013689250259197633,7.193653750811249e-4,1.9029620737102972,RCA > 1 (Comparative Advantage)
UZB,Uzbekistan,2019,04,Foodstuffs,114687456,0.00802843918047337,0.01940878048906356,0.4136498521891794,RCA <= 1 (No Advantage)
